timeseries,start_date,use_temp_df,hierarchical,uniform_constant,tune_method,tune_loss_factor,shrinkage_strength,intercept_sd,beta_sd,scaler,mse,rmse,mae,mape
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.0,minmax,10.876628785059786,3.297973436075522,2.574011747614149,0.4164246872378092
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.0,minmax,0.00021446309760803791,0.014644558634798042,0.012398630881042216,0.20482790864064315
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.0,minmax,0.07560000456485967,0.27495454999846736,0.256202222581023,7.787142761898923
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.0,minmax,0.052194052166665485,0.22846017632547141,0.21322390731384966,2.6268061777284246
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.0,minmax,0.0008025218898137947,0.028328817303477298,0.017632842867294427,0.3134435655985571
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,maxabs,10.903908942462579,3.3021067430448974,2.576715920537959,0.41775612273148005
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,maxabs,0.0019888499024960787,0.044596523435084925,0.040400575447728085,0.6315393320652818
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,maxabs,0.13559572999805702,0.36823325487801484,0.33802246364419236,10.405374994756386
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,maxabs,0.10910270752614452,0.33030698982332257,0.30324881342804055,3.7544495998372636
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,maxabs,0.0005714785099797554,0.02390561670360661,0.01741682055491442,0.4373893666559372
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,minmax,10.871712694916772,3.2972280319863794,2.5731670826040833,0.41590461256474226
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,minmax,0.000214668327994767,0.014651564011898764,0.01241033273221395,0.205077124374108
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,minmax,0.07564378121615353,0.27503414554588224,0.256393317367541,7.78794655652027
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,minmax,0.05225196240010692,0.22858688151358755,0.21345901724958366,2.6284355244527706
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.1,1.5,minmax,0.0008033883725227996,0.02834410648658376,0.017630565720344844,0.3130064513378383
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,maxabs,10.894912067229797,3.300744168703445,2.5761458227500853,0.41753539530227046
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,maxabs,0.002096777630853,0.045790584521853396,0.04172962070483511,0.6522460491573264
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,maxabs,0.14118172573856358,0.3757415677544389,0.3462825552819285,10.59472139303288
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,maxabs,0.11408225432538358,0.33776064650190313,0.3116835540180837,3.841314923542695
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,maxabs,0.0005765394674595585,0.024011236275118333,0.017675918499849657,0.449294204290433
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,minmax,10.877611108191159,3.2981223610095425,2.5740189269262768,0.41684712760622644
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,minmax,0.00021301361333895296,0.014594985897182394,0.012351439931902242,0.20394713847964643
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,minmax,0.07696600075964642,0.27742746936748425,0.2587452906984404,7.854864266927891
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,minmax,0.053291208399520534,0.2308488865026655,0.21573836501572818,2.654944030716753
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,0.5,minmax,0.0008032894383558477,0.02834236119937518,0.017638809082588598,0.31330023838555926
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,maxabs,10.894863982512577,3.3007368847747585,2.576093207865417,0.4175106561082401
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,maxabs,0.00209706683463625,0.04579374230870688,0.0417354766528112,0.6523206243780028
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,maxabs,0.1412326817314002,0.3758093688712406,0.3464156628017746,10.593797769674339
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,maxabs,0.11411656247850749,0.33781143035502437,0.31181842604443244,3.8416654176162037
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,maxabs,0.0005765329805845842,0.024011101194751236,0.017675953041972586,0.4494030310479826
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,minmax,10.878568873519125,3.2982675563876143,2.5743337429484963,0.41677918791600976
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,minmax,0.00021299116307708146,0.014594216768195594,0.012351513134696252,0.2039574950250583
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,minmax,0.0769793618811526,0.2774515487092343,0.2588006822050834,7.855023130183415
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,minmax,0.05331622769707943,0.2309030699169663,0.21581802642136147,2.655584472671381
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.0,minmax,0.0008036167860229517,0.028348135494648527,0.017638902662072242,0.31313928321318196
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,maxabs,10.899666613407621,3.301464313514175,2.57664236794168,0.41789454982126983
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,maxabs,0.0020965489842200255,0.04578808779824754,0.041729737600126625,0.652225739768202
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,maxabs,0.1412596210545365,0.37584520890193146,0.3465266725961118,10.593482745916727
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,maxabs,0.11411683585382644,0.3378118349818822,0.31188585618973913,3.841699390473333
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,maxabs,0.0005766112526922574,0.024012731054427302,0.017674795121082408,0.44924750596278246
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,minmax,10.876582185783466,3.297966371232955,2.574313577767412,0.41718227134001795
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,minmax,0.00021306605030253724,0.014596782190008085,0.012352625164549753,0.20396888622183967
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,minmax,0.0769784448540762,0.27744989611473314,0.258763955200303,7.855515016556466
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,minmax,0.05330572640332505,0.23088032918229534,0.21576468971810556,2.655297503216675
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,0.5,1.5,minmax,0.0008031197848446105,0.02833936810947997,0.017638581661495515,0.3133504629415476
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,maxabs,10.899154589528713,3.301386767637005,2.5763676488508964,0.41783948406231025
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,maxabs,0.0021004940694388688,0.04583114737205331,0.041782174195441675,0.65306520116502
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,maxabs,0.14141006025641245,0.376045290166507,0.3466851356760443,10.599999964745932
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,maxabs,0.11427982356072103,0.3380529892793747,0.3120923104839575,3.844527120614059
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,maxabs,0.000576831059570851,0.02401730750044332,0.017683284876069655,0.44958899074366837
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,minmax,10.88233187823686,3.2988379587722796,2.5744687804145627,0.41725449022573613
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,minmax,0.00021299334306447196,0.01459429145469118,0.012350842489537913,0.203941838875356
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,minmax,0.07701322253956742,0.277512562849986,0.2588401685343317,7.857332087629291
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,minmax,0.053351469775591,0.2309793708875124,0.21588423087713382,2.6565250477451765
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,0.5,minmax,0.0008034234699118838,0.02834472561010044,0.017639635519783023,0.3132498154342641
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,maxabs,10.898422192014698,3.3012758430665405,2.5763697321727417,0.4177527440654097
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,maxabs,0.0021003634865934435,0.04582972274183473,0.04178184721038958,0.6530558224807407
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,maxabs,0.14140797080490963,0.3760425119649501,0.346669475947337,10.599778524639431
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,maxabs,0.11425910371565097,0.3380223420362195,0.31206252895371894,3.8441320713336213
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,maxabs,0.000576750998687685,0.024015640709497736,0.017682649611297514,0.4496286885841709
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,minmax,10.874639382207002,3.2976718123862785,2.573843273463047,0.4165433001591988
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,minmax,0.0002130839590134631,0.014597395624338717,0.012354364420219024,0.20401225750771626
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,minmax,0.07703184412480989,0.27754611170904536,0.25888546251449973,7.857938468851927
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,minmax,0.05335870163030782,0.23099502512025627,0.2159079285821425,2.6566730625393427
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.0,minmax,0.0008035409756569673,0.02834679833168055,0.017638960503623353,0.31317136247380045
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,maxabs,10.894548293108402,3.300689063378797,2.57603660380563,0.4175098500237205
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,maxabs,0.002100494319078623,0.045831150095525894,0.041779673466608894,0.6530201697560858
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,maxabs,0.1413627590379563,0.37598239192541494,0.34659327522050676,10.598734799865403
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,maxabs,0.11424117910775752,0.337995827056722,0.3120168384752001,3.8438803772373045
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,maxabs,0.0005766156533417926,0.024012822685844173,0.017683010013415185,0.4496787202998807
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,minmax,10.875024301930871,3.2977301742154213,2.5737805870472226,0.41676010024879084
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,minmax,0.00021318258175281768,0.014600773327218585,0.012363663569292948,0.20422516426351162
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,minmax,0.07708962049041183,0.27765017646385864,0.2591198673131302,7.8592944795512585
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,minmax,0.05334785342892744,0.23097154246557614,0.21600602714367986,2.65655333865658
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,1,1.0,1.5,minmax,0.0008045361217125758,0.02836434595954181,0.017636859353403013,0.31268688180340193
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,maxabs,10.951887192448751,3.30936356305087,2.5831394312348555,0.41046801588836185
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,maxabs,0.0020884363781445937,0.04569941332385563,0.042341140830326494,0.6637263991991748
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,maxabs,0.1387139328764703,0.3724431941604925,0.34659277481853595,10.434781721983015
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,maxabs,0.11203587691097404,0.3347176077098037,0.3127987812788395,3.806448247203859
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,maxabs,0.0005741492706459168,0.023961412117108557,0.01753506297955001,0.4376781476185477
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,minmax,10.883742493225807,3.299051756675819,2.5751679144913076,0.41497117597065886
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,minmax,0.0002144933492832715,0.014645591462391387,0.012426665659659527,0.20555691331913234
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,minmax,0.0757310544450885,0.27519275870758025,0.2568052973810502,7.793191342508576
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,minmax,0.05236357734937506,0.22883089247165703,0.21398645258442262,2.6327632567262635
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,0.5,minmax,0.0008043610356597376,0.02836125941596631,0.01761980751632921,0.3121363277614947
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,maxabs,10.953011881433664,3.309533483957167,2.5833312535393755,0.4105359458508769
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,maxabs,0.0020894307668779723,0.04571029169539364,0.04235118380893676,0.6638504127926261
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,maxabs,0.13872976691549332,0.37246445053923377,0.3465605203672076,10.433779459916552
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,maxabs,0.11208945129827044,0.3347976273784963,0.3128531334130624,3.806852956846475
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,maxabs,0.0005743818629383928,0.023966265101980175,0.01753442386909528,0.43762995206290306
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,minmax,10.883396025870972,3.298999246115551,2.5751305813827403,0.41493189806555114
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,minmax,0.00021501472026742147,0.01466338024697653,0.012437426682178147,0.2057068548536739
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,minmax,0.07578382719870998,0.2752886252621237,0.2568389041357378,7.794709082951485
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,minmax,0.05240103333462839,0.22891271990570639,0.21402164546960262,2.633044660730552
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.0,minmax,0.000804630455136956,0.028366008798154103,0.017630649327049292,0.3123909798055882
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,maxabs,10.952618419206093,3.3094740396634164,2.5832767537733954,0.41049623036517224
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,maxabs,0.002088754819798141,0.04570289728013029,0.04234114710639602,0.6636726317102198
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,maxabs,0.1387797997379752,0.3725316090454274,0.3466279645875862,10.43534956096983
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,maxabs,0.11207710110382739,0.33477918260224515,0.3128312548285572,3.8066177959224583
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,maxabs,0.0005743893467021415,0.02396642123267764,0.01753395820092304,0.4376300152985941
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,minmax,10.88353477206957,3.299020274576919,2.575125893667082,0.4148552350376084
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,minmax,0.0002150949043912047,0.014666114154444751,0.012437765862119865,0.20569496824428224
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,minmax,0.07582136291479957,0.2753567920259088,0.2568859016442347,7.796062526610815
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,minmax,0.05240643744114949,0.22892452345947886,0.21401126593591116,2.6328983689807317
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.1,1.5,minmax,0.0008048133871154949,0.02836923310763784,0.017634240106340307,0.3124272929445485
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,maxabs,10.948354953317798,3.308829846534542,2.583128088723302,0.4116582613786917
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,maxabs,0.0021509224736555015,0.04637803869996554,0.043069460702346844,0.6751822536378113
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,maxabs,0.14392170670765245,0.37937014472366226,0.35385651807785706,10.626189865755341
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,maxabs,0.11669980224366905,0.34161352760637137,0.32003551761211396,3.8874053585879094
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,maxabs,0.0005774141407856815,0.024029443205902244,0.01770908042027289,0.44539569601910983
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,minmax,10.883646866238013,3.299037263541898,2.575353245310643,0.4151979382795753
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,minmax,0.00021324516167662205,0.014602916204533328,0.012383076555244088,0.20474189714524466
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,minmax,0.07714446899861939,0.2777489315886191,0.2593963430431156,7.863441340402193
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,minmax,0.05346543991572227,0.23122594991852077,0.21647650268676213,2.6608417488916203
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,0.5,minmax,0.0008049915963619209,0.028372373823173855,0.01762595458087217,0.31197203923823963
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,maxabs,10.949483249685143,3.3090003399342742,2.58334021437027,0.4117133668178259
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,maxabs,0.002151213663533134,0.046381177901527404,0.04306956175014209,0.6751379967892075
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,maxabs,0.14396959061604464,0.37943324922315996,0.35388030902363216,10.626561491825987
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,maxabs,0.1167497976905024,0.3416866952202008,0.3200874503593189,3.8878015120059035
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,maxabs,0.0005776955751948851,0.0240352985251876,0.017709690121734057,0.4454136820544613
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,minmax,10.882651962483301,3.2988864731122987,2.5752108243434684,0.4152580011371968
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,minmax,0.00021345815704889006,0.014610207289730356,0.01238653014066738,0.20474802480171334
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,minmax,0.07717510784170283,0.27780408175853505,0.2594062174797092,7.8640317520863
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,minmax,0.053497653312954224,0.23129559726236518,0.2165054366518744,2.661107005298874
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.0,minmax,0.0008052413904338681,0.02837677554680708,0.017634872318732002,0.3122377823655145
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,maxabs,10.953441735100174,3.3095984250510173,2.5840428049780604,0.4118280130697551
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,maxabs,0.002151030385486243,0.04637920207901644,0.04306760430389782,0.675107198060117
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,maxabs,0.14398198207454724,0.3794495777762142,0.3538875779965309,10.626551638676348
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,maxabs,0.11674768628954624,0.341683605532291,0.3200791860026423,3.8876915355059376
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,maxabs,0.000577795348629178,0.024037373996116506,0.017710673800145287,0.44541196931212224
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,minmax,10.881309562445928,3.2986830042375894,2.5750061872002155,0.41520622369415977
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,minmax,0.00021372497366550246,0.014619335609578928,0.012392404942719046,0.20484065764459303
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,minmax,0.07718612648412322,0.27782391272913,0.25940721180847337,7.864185519184395
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,minmax,0.053505547767914156,0.2313126623596602,0.2165057534326989,2.661073129999109
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,0.5,1.5,minmax,0.0008052769160700802,0.02837740150313415,0.017637115133223025,0.31229198427006927
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,maxabs,10.94986311911343,3.309057738860631,2.58349417466885,0.41180104076335367
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,maxabs,0.002152868921338625,0.04639901853852757,0.04309332534278469,0.675567575722304
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,maxabs,0.14410678269310498,0.3796139916982842,0.35411462115496006,10.632931100772602
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,maxabs,0.11686606801876903,0.34185679460670226,0.3202926979800189,3.890238403940153
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,maxabs,0.0005776454040008208,0.024034254804358314,0.01771751119165186,0.4457158915141189
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,minmax,10.881532310205515,3.298716767199863,2.5750122373948408,0.4153198021769955
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,minmax,0.0002129770823513335,0.014593734352499825,0.012379167186262363,0.20466295080107633
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,minmax,0.0771550647259477,0.27776800522368966,0.2594364602076246,7.864454273364635
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,minmax,0.053496459080636154,0.23129301563306262,0.21655637973465863,2.6618073327221126
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,0.5,minmax,0.0008051074443494411,0.028374415312908935,0.01762420085428532,0.3119080503312812
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,maxabs,10.950152152600623,3.309101411652508,2.5834936688350782,0.4118019201951655
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,maxabs,0.0021532408290934574,0.04640302607689996,0.04309385629477661,0.6755268215021747
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,maxabs,0.1441530998767786,0.37967499243007646,0.3541360326867906,10.633208323273587
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,maxabs,0.11690298669187588,0.34191078762138505,0.3203234005382903,3.8904369306214552
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,maxabs,0.0005778189415998834,0.024037864747100218,0.01771592129133822,0.44567115015876546
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,minmax,10.881843443185005,3.2987639265617363,2.575100090330096,0.41527245323001144
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,minmax,0.0002134115963967834,0.014608613773961696,0.012385219203050394,0.2047205161537295
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,minmax,0.07720563800279023,0.27785902541179086,0.2594612875140551,7.865538407132619
Furnace 2 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,minmax,0.053538565557139636,0.23138402182765264,0.21659552171648036,2.662124115030055
Wine cellar [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.0,minmax,0.000805376675312151,0.028379159172042978,0.01763600539894697,0.312212491246829
Boston,2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.5,maxabs,10.953875071956407,3.3096638910856804,2.5841866801188824,0.4119255378489642
Fridge [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.5,maxabs,0.0021532649978787807,0.04640328649868219,0.04309319767741761,0.6755223362476988
Furnace 1 [kW],2013-01-01,with_temp_df,partial,False,prior_from_idata,0,10,1.0,1.5,maxabs,0.14414978551394006,0.3796706276681672,0.35411882635248776,10.632714402722073
